ID	Category	Description
150051810	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150021352	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150383259	OTHER OFFENSES	PROBATION VIOLATION
150029732	WEAPON LAWS	EXHIBITING DEADLY WEAPON IN A THREATING MANNER
150380067	NON-CRIMINAL	FOUND PROPERTY
150101829	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150104867	FRAUD	FALSE PRETENSES, GRAND THEFT
150022924	NON-CRIMINAL	TARASOFF REPORT
150149415	VEHICLE THEFT	STOLEN TRUCK
150017179	DRUG/NARCOTIC	POSSESSION OF COCAINE
150052341	DISORDERLY CONDUCT	COMMITTING PUBLIC NUISANCE
150028386	MISSING PERSON	MISSING ADULT
150056149	DRIVING UNDER THE INFLUENCE	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
150311589	ASSAULT	BATTERY
150018309	WARRANTS	WARRANT ARREST
150008350	DRIVING UNDER THE INFLUENCE	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
150434595	WARRANTS	WARRANT ARREST
150031022	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
146058367	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150065764	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150042966	SECONDARY CODES	DOMESTIC VIOLENCE
150032359	SECONDARY CODES	DOMESTIC VIOLENCE
150636757	VEHICLE THEFT	STOLEN TRUCK
150067196	MISSING PERSON	MISSING ADULT
150143611	ROBBERY	ROBBERY, BODILY FORCE
150073585	VANDALISM	MALICIOUS MISCHIEF, TIRE SLASHING
150019313	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150055599	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150068611	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150893775	OTHER OFFENSES	DOG, BARKING
150490531	OTHER OFFENSES	VIOLATION OF STAY AWAY ORDER
150006207	LARCENY/THEFT	GRAND THEFT FROM PERSON
150052777	MISSING PERSON	MISSING ADULT
150035864	NON-CRIMINAL	FOUND PROPERTY
150062538	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150036680	OTHER OFFENSES	PAROLE VIOLATION
150054375	LARCENY/THEFT	GRAND THEFT BICYCLE
150002813	OTHER OFFENSES	PROBATION VIOLATION
150056070	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150415517	MISSING PERSON	FOUND PERSON
150779084	NON-CRIMINAL	FOUND PROPERTY
150047712	VANDALISM	MALICIOUS MISCHIEF, GRAFFITI
150030143	VEHICLE THEFT	STOLEN AUTOMOBILE
150017345	ASSAULT	INFLICT INJURY ON COHABITEE
150006003	VEHICLE THEFT	STOLEN AUTOMOBILE
150027560	BURGLARY	BURGLARY, UNLAWFUL ENTRY
150055298	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150057733	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150109798	SECONDARY CODES	DOMESTIC VIOLENCE
150973894	OTHER OFFENSES	EVADING A POLICE OFFICER RECKLESSLY
150118216	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150061370	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150010474	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150020677	WARRANTS	WARRANT ARREST
150035018	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150021120	NON-CRIMINAL	CASE CLOSURE
150000497	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150000209	DRIVING UNDER THE INFLUENCE	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
150134808	ASSAULT	BATTERY
150026829	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150044520	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150814094	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150178135	SECONDARY CODES	GANG ACTIVITY
150132636	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150033357	MISSING PERSON	MISSING ADULT
150037810	MISSING PERSON	FOUND PERSON
150056199	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
151120202	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150047643	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150065924	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150014175	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150049821	ASSAULT	THREATS AGAINST LIFE
150035353	VEHICLE THEFT	ATTEMPTED STOLEN VEHICLE
150413260	ASSAULT	BATTERY
150120932	WEAPON LAWS	EXHIBITING DEADLY WEAPON IN A THREATING MANNER
150055066	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150025025	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150014608	VEHICLE THEFT	STOLEN AUTOMOBILE
150035814	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150012254	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150050505	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150573591	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150138822	NON-CRIMINAL	FOUND PROPERTY
150010430	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150000572	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150056070	ASSAULT	INFLICT INJURY ON COHABITEE
150031345	NON-CRIMINAL	DEATH REPORT, NATURAL CAUSES
150031925	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150030052	OTHER OFFENSES	PROBATION VIOLATION
150123607	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150611646	VEHICLE THEFT	STOLEN AUTOMOBILE
150037597	ASSAULT	BATTERY
150028160	MISSING PERSON	MISSING JUVENILE
150014432	MISSING PERSON	FOUND PERSON
150047552	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150913981	NON-CRIMINAL	FOUND PROPERTY
150049150	NON-CRIMINAL	SEARCH WARRANT SERVICE
150017323	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150010361	LARCENY/THEFT	GRAND THEFT FROM PERSON
150144017	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150143031	LARCENY/THEFT	GRAND THEFT FROM PERSON
150001003	ASSAULT	THREATS AGAINST LIFE
151004634	VEHICLE THEFT	STOLEN AUTOMOBILE
150044586	BURGLARY	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY
150029798	LARCENY/THEFT	PETTY THEFT BICYCLE
150837864	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150367714	WARRANTS	WARRANT ARREST
151114772	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150049633	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150027974	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150030563	ASSAULT	ASSAULT
150514288	DRUG/NARCOTIC	POSSESSION OF HEROIN
150226449	MISSING PERSON	MISSING JUVENILE
150035115	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150116038	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150033636	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY
151045898	BURGLARY	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY
150041576	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150041140	DISORDERLY CONDUCT	COMMITTING PUBLIC NUISANCE
150560128	LARCENY/THEFT	GRAND THEFT FROM PERSON
150004950	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150104221	NON-CRIMINAL	CASE CLOSURE
150028176	ASSAULT	BATTERY
150429405	NON-CRIMINAL	FOUND PROPERTY
150007960	DRUG/NARCOTIC	POSSESSION OF COCAINE FOR SALES
150027639	VEHICLE THEFT	STOLEN AUTOMOBILE
150070428	SECONDARY CODES	JUVENILE INVOLVED
150042922	NON-CRIMINAL	FOUND PROPERTY
150064192	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150034941	WEAPON LAWS	POSS OF LOADED FIREARM
150041140	TRESPASS	TRESPASSING
150050511	ASSAULT	BATTERY
150052921	NON-CRIMINAL	FOUND PROPERTY
150054795	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO
150051860	NON-CRIMINAL	FOUND PROPERTY
150007910	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150138816	ASSAULT	STALKING
150047392	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150104544	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150005362	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
150026653	SECONDARY CODES	GANG ACTIVITY
150036135	WEAPON LAWS	POSSESSION OF AIR GUN
150022786	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150088738	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150774238	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150585182	ASSAULT	BATTERY
150944566	VEHICLE THEFT	STOLEN AUTOMOBILE
150006398	NON-CRIMINAL	FOUND PROPERTY
150012135	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150056406	FRAUD	FALSE ID TO PEACE OFFICER
150016024	WEAPON LAWS	WEAPON, POSSESS OR BRING OTHER ON SCHOOL GROUNDS
150000754	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150132749	ASSAULT	BATTERY
150016701	NON-CRIMINAL	CIVIL SIDEWALKS, WARNING
150011579	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150575133	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150010797	BURGLARY	BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY
150005914	MISSING PERSON	FOUND PERSON
150061756	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150074185	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE
150014335	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150716810	OTHER OFFENSES	PROBATION VIOLATION
150049423	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150027560	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150104293	NON-CRIMINAL	LOST PROPERTY
150067390	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150055527	DRIVING UNDER THE INFLUENCE	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
150027582	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150582031	WARRANTS	WARRANT ARREST
150050317	ASSAULT	INFLICT INJURY ON COHABITEE
150027952	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE
150191438	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150042706	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150568821	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150021471	ROBBERY	ROBBERY OF A RESIDENCE WITH BODILY FORCE
150036743	TRESPASS	TRESPASSING
150033028	NON-CRIMINAL	AIDED CASE
150406356	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150065457	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150011983	WARRANTS	ENROUTE TO PAROLE OFFICER
150409667	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
151106763	OTHER OFFENSES	RESISTING ARREST
150080530	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150139422	OTHER OFFENSES	PROBATION VIOLATION
150355907	WEAPON LAWS	AMMUNITION, POSS. BY PROHIBITED PERSON
150363734	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150036351	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150003065	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150062867	FRAUD	CREDIT CARD, THEFT BY USE OF
150762465	NON-CRIMINAL	AIDED CASE
150018359	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150013440	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150039480	BURGLARY	BURGLARY, HOT PROWL, UNLAWFUL ENTRY
150066881	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150119612	VEHICLE THEFT	STOLEN AUTOMOBILE
150031759	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150011955	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150656169	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150044166	ARSON	ATTEMPTED ARSON
150045396	WARRANTS	WARRANT ARREST
150751349	VEHICLE THEFT	STOLEN AUTOMOBILE
150033404	LARCENY/THEFT	THEFT OF CHECKS OR CREDIT CARDS
150978537	VEHICLE THEFT	STOLEN AUTOMOBILE
150052589	OTHER OFFENSES	EVADING A POLICE OFFICER RECKLESSLY
150048823	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150270941	VEHICLE THEFT	STOLEN AUTOMOBILE
150118432	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150000102	ASSAULT	ASSAULT, AGGRAVATED, W/ GUN
150197016	ASSAULT	BATTERY
150007089	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150031931	ASSAULT	THREATS AGAINST LIFE
150022667	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150109629	ASSAULT	BATTERY
150043055	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150004712	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
166001120	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150049683	NON-CRIMINAL	LOST PROPERTY
150050759	VANDALISM	MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION
150063912	WEAPON LAWS	POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT
150563053	NON-CRIMINAL	CASE CLOSURE
150020815	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
151104591	LARCENY/THEFT	GRAND THEFT FROM PERSON
150027225	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150030513	NON-CRIMINAL	LOST PROPERTY
150047734	ASSAULT	THREATS AGAINST LIFE
150797688	ASSAULT	BATTERY
150046106	WARRANTS	PROBATION SEARCH
150449942	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150174274	ASSAULT	BATTERY
150347001	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150064863	OTHER OFFENSES	FALSE EVIDENCE OF VEHICLE REGISTRATION
150007227	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150046435	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150016397	LARCENY/THEFT	PETTY THEFT BICYCLE
150061057	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150055668	VEHICLE THEFT	STOLEN AUTOMOBILE
150037177	DISORDERLY CONDUCT	DISTURBING THE PEACE, SWEARING
150466651	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150108518	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150012210	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150304540	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150043839	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150029328	NON-CRIMINAL	CASE CLOSURE
150051688	ASSAULT	DISCHARGING IN GROSSLY NEGLIGENT MANNER
150620017	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150056199	VEHICLE THEFT	STOLEN AUTOMOBILE
150159351	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150056951	OTHER OFFENSES	RESISTING ARREST
150070230	BURGLARY	BURGLARY OF STORE, UNLAWFUL ENTRY
150131876	TRESPASS	TRESPASSING
150035488	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150057125	WARRANTS	WARRANT ARREST
150051321	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150320580	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150065883	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150068069	ASSAULT	CHILD ABUSE (PHYSICAL)
150065253	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150057498	DRUG/NARCOTIC	POSSESSION OF COCAINE
150029641	MISSING PERSON	FOUND PERSON
150019012	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150021120	MISSING PERSON	FOUND PERSON
150055276	WARRANTS	WARRANT ARREST
150005005	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150136230	MISSING PERSON	MISSING JUVENILE
150038266	MISSING PERSON	FOUND PERSON
150001354	LARCENY/THEFT	GRAND THEFT FROM PERSON
150049730	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150039010	MISSING PERSON	MISSING ADULT
150514824	WARRANTS	WARRANT ARREST
150014874	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150064556	VEHICLE THEFT	STOLEN AUTOMOBILE
150046300	WARRANTS	WARRANT ARREST
150090028	ASSAULT	THREATS AGAINST LIFE
150306518	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150023427	NON-CRIMINAL	LOST PROPERTY
150041532	NON-CRIMINAL	FOUND PROPERTY
150060980	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150037321	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150047104	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150380261	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150574759	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150052589	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150019761	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150036458	TRESPASS	TRESPASSING
150002926	ASSAULT	BATTERY
141093120	SEX OFFENSES, FORCIBLE	CHILD ABUSE, PORNOGRAPHY
150131785	BURGLARY	BURGLARY, FORCIBLE ENTRY
150011591	WEAPON LAWS	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
150028734	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150031953	SECONDARY CODES	DOMESTIC VIOLENCE
150067378	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150041253	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150041786	WARRANTS	WARRANT ARREST
150018202	VEHICLE THEFT	STOLEN TRUCK
150047358	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150058587	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150132200	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150057573	WARRANTS	ENROUTE TO PAROLE OFFICER
150065918	SECONDARY CODES	DOMESTIC VIOLENCE
150020354	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150026039	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150051224	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150099672	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150065429	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150062265	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150106283	ASSAULT	THREATS AGAINST LIFE
150558098	LARCENY/THEFT	GRAND THEFT FROM PERSON
150024710	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150012395	WARRANTS	WARRANT ARREST
150008883	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150049019	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150020417	FRAUD	CREDIT CARD, THEFT BY USE OF
150090432	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150031561	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150478468	VEHICLE THEFT	STOLEN AUTOMOBILE
150074436	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150006304	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150028784	NON-CRIMINAL	FOUND PROPERTY
150071056	NON-CRIMINAL	LOST PROPERTY
150012395	VANDALISM	MALICIOUS MISCHIEF, GRAFFITI
150355991	LARCENY/THEFT	GRAND THEFT FROM PERSON
150019335	WARRANTS	WARRANT ARREST
126101083	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150378153	VEHICLE THEFT	STOLEN AUTOMOBILE
150071874	ASSAULT	THREATS AGAINST LIFE
150031925	OTHER OFFENSES	RESISTING ARREST
150018268	ASSAULT	CHILD ABUSE (PHYSICAL)
150116840	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150025235	OTHER OFFENSES	PROBATION VIOLATION
150090410	NON-CRIMINAL	LOST PROPERTY
150000942	NON-CRIMINAL	FOUND PROPERTY
151058647	ASSAULT	BATTERY
150060714	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
150052216	BURGLARY	BURGLARY, HOT PROWL, UNLAWFUL ENTRY
150033006	ROBBERY	ROBBERY, ARMED WITH A GUN
150048588	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150050680	ASSAULT	BATTERY OF A POLICE OFFICER
150031668	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150635050	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150021982	VEHICLE THEFT	STOLEN TRUCK
151062814	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150023687	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150068887	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150009342	OTHER OFFENSES	RECKLESS DRIVING
150040603	BURGLARY	BURGLARY, HOT PROWL, UNLAWFUL ENTRY
150024469	FORGERY/COUNTERFEITING	MONEY, CHANGING FACE AMOUNT
150143564	ASSAULT	THREATS AGAINST LIFE
150597466	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150143376	ASSAULT	STALKING
150003407	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150036947	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150245778	DRUG/NARCOTIC	POSSESSION OF BASE/ROCK COCAINE
150136070	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150036323	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150426655	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150030159	NON-CRIMINAL	FOUND PROPERTY
150039634	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150039054	SECONDARY CODES	DOMESTIC VIOLENCE
150021556	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150050317	KIDNAPPING	FALSE IMPRISONMENT
150023916	OTHER OFFENSES	INJURY TO TELEGRAPH/TELEPHONE LINES
150042320	NON-CRIMINAL	AUTO IMPOUNDED
150051008	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150005704	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150008720	NON-CRIMINAL	AIDED CASE
150056917	NON-CRIMINAL	AIDED CASE, DOG BITE
150060485	NON-CRIMINAL	LOCATED PROPERTY
150267910	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150057711	OTHER OFFENSES	TRAFFIC VIOLATION
150901152	ASSAULT	FALSE IMPRISONMENT
150474080	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150062801	WARRANTS	WARRANT ARREST
150023881	SECONDARY CODES	DOMESTIC VIOLENCE
120554383	SECONDARY CODES	DOMESTIC VIOLENCE
150064722	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150011121	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150002813	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150010151	NON-CRIMINAL	FOUND PROPERTY
150068304	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150036630	NON-CRIMINAL	FOUND PROPERTY
150054751	ASSAULT	BATTERY
150005469	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150063906	OTHER OFFENSES	FALSE PERSONATION
150372111	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150054234	BURGLARY	BURGLARY, VEHICLE (ARREST MADE)
150434783	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150061110	BURGLARY	BURGLARY, UNLAWFUL ENTRY
150023825	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150041554	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150040675	WEAPON LAWS	POSSESSION OF AIR GUN
150026631	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150101409	OTHER OFFENSES	RESISTING ARREST
150014943	FRAUD	DEFRAUDING AN INNKEEPER
150038589	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150050486	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150042308	FAMILY OFFENSES	CHILDREN, ABANDONMENT & NEGLECT OF (GENERAL)
150069590	VEHICLE THEFT	STOLEN MOTORCYCLE
150014846	OTHER OFFENSES	RESISTING ARREST
150749736	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150423112	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150074298	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150062419	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150544655	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150142629	WARRANTS	WARRANT ARREST
150056309	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150048594	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150059353	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150035488	ASSAULT	THREAT OR FORCE TO RESIST EXECUTIVE OFFICER
150053151	OTHER OFFENSES	TRAFFIC VIOLATION
150008861	WARRANTS	WARRANT ARREST
150050088	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150008112	OTHER OFFENSES	RESISTING ARREST
150024594	ROBBERY	ROBBERY, ARMED WITH A DANGEROUS WEAPON
150000522	SEX OFFENSES, FORCIBLE	ASSAULT TO RAPE WITH BODILY FORCE
150036420	WARRANTS	ENROUTE TO PAROLE OFFICER
150045562	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
140974880	WARRANTS	WARRANT ARREST
150055226	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150060742	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150050834	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150132448	BURGLARY	BURGLARY OF STORE, UNLAWFUL ENTRY
150084435	WARRANTS	WARRANT ARREST
150002437	DRUG/NARCOTIC	POSSESSION OF COCAINE FOR SALES
150031470	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150138424	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150018967	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150213220	MISSING PERSON	MISSING JUVENILE
150052959	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150012793	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150032202	OTHER OFFENSES	RESISTING ARREST
150032365	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150346746	OTHER OFFENSES	FAILURE TO REGISTER AS SEX OFFENDER
150028364	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
